"","word","Life and Times (1881)","My Bondage (1855)","Narrative Life (1845)","Travel Diary","sum_word_counts"
"19410","obliterating",0,1,0,0,1
"19411","oblivion",0,0,0,1,1
"19412","obolisk ",0,0,0,1,1
"19413","obolisque",0,0,0,1,1
"19414","obscurityis",1,0,0,0,1
"19415","obsequiousness",0,1,0,0,1
"19416","observable",0,1,0,0,1
"19417","observance",1,0,0,0,1
"19418","observant",1,0,0,0,1
"19419","observations",0,1,0,0,1
"19420","observationto",1,0,0,0,1
"19421","observedthat",1,0,0,0,1
"19422","observedtowards",1,0,0,0,1
"19423","observer",0,1,0,0,1
"19424","observers.i",1,0,0,0,1
"19425","obstructed",0,1,0,0,1
"19426","obstructing",1,0,0,0,1
"19427","obstruction",0,1,0,0,1
"19428","obtainedat",1,0,0,0,1
"19429","obtainedcomplete",1,0,0,0,1
"19430","obtaintheir",1,0,0,0,1
"19431","obtrudingitself",1,0,0,0,1
"19432","obtrusive",1,0,0,0,1
"19433","obtuseness",0,1,0,0,1
"19434","occasion.among",1,0,0,0,1
"19435","occasionally.he",1,0,0,0,1
"19436","occasionallydid",1,0,0,0,1
"19437","occasionalrelief",1,0,0,0,1
"19438","occasionedby",1,0,0,0,1
"19439","occasionedhad",1,0,0,0,1
"19440","occasionedthe",1,0,0,0,1
"19441","occasionfor",1,0,0,0,1
"19442","occasionpass",1,0,0,0,1
"19443","occasionsix",1,0,0,0,1
"19444","occupation.in",1,0,0,0,1
"19445","occupied.old",1,0,0,0,1
"19446","occupiedby",1,0,0,0,1
"19447","occupypositions",1,0,0,0,1
"19448","occurred.on",1,0,0,0,1
"19449","occurrences.my",1,0,0,0,1
"19450","oclo",0,0,0,1,1
"19451","oclock",0,0,0,1,1
"19452","of.such",1,0,0,0,1
"19453","ofabolition",1,0,0,0,1
"19454","ofabout",1,0,0,0,1
"19455","ofabraham",1,0,0,0,1
"19456","ofabuse",1,0,0,0,1
"19457","ofadvice",1,0,0,0,1
"19458","ofafter",1,0,0,0,1
"19459","ofages",1,0,0,0,1
"19460","ofalmost",1,0,0,0,1
"19461","ofanimosity",1,0,0,0,1
"19462","ofarrest",1,0,0,0,1
"19463","ofatrocities",1,0,0,0,1
"19464","ofattack",1,0,0,0,1
"19465","ofaversion",1,0,0,0,1
"19466","ofbalsam",1,0,0,0,1
"19467","ofbrown’s",1,0,0,0,1
"19468","ofbuchanan’s",1,0,0,0,1
"19469","ofburden",1,0,0,0,1
"19470","ofby",1,0,0,0,1
"19471","ofcanada",1,0,0,0,1
"19472","ofcaptain",1,0,0,0,1
"19473","ofchagrin",1,0,0,0,1
"19474","ofcharacter",1,0,0,0,1
"19475","ofcharge",1,0,0,0,1
"19476","ofcircumstances",1,0,0,0,1
"19477","ofcolor",1,0,0,0,1
"19478","ofcolored",1,0,0,0,1
"19479","ofcommunism",1,0,0,0,1
"19480","ofcompensation",1,0,0,0,1
"19481","ofcomplicity",1,0,0,0,1
"19482","ofconquest",1,0,0,0,1
"19483","ofconsequences",1,0,0,0,1
"19484","ofconsistency",1,0,0,0,1
"19485","ofdefeat.another",1,0,0,0,1
"19486","ofdelivering",1,0,0,0,1
"19487","ofdemocratic",1,0,0,0,1
"19488","ofdenying",1,0,0,0,1
"19489","ofdifference",1,0,0,0,1
"19490","ofdigging",1,0,0,0,1
"19491","ofdisruption",1,0,0,0,1
"19492","ofdoing",1,0,0,0,1
"19493","ofdoors",1,0,0,0,1
"19494","ofdoubtful",1,0,0,0,1
"19495","ofdr",1,0,0,0,1
"19496","ofemancipation",1,0,0,0,1
"19497","ofengland",1,0,0,0,1
"19498","oferrands",1,0,0,0,1
"19499","ofexpediency",1,0,0,0,1
"19500","offendedthis",1,0,0,0,1
"19501","offerhis",1,0,0,0,1
"19502","offerings",0,0,0,1,1
"19503","office.but",1,0,0,0,1
"19504","officeof",1,0,0,0,1
"19505","officeon",1,0,0,0,1
"19506","officeshe",1,0,0,0,1
"19507","officeunder",1,0,0,0,1
"19508","officials",1,0,0,0,1
"19509","officious",0,1,0,0,1
"19510","offifteen",1,0,0,0,1
"19511","offlesh",1,0,0,0,1
"19512","offloggings",1,0,0,0,1
"19513","offlorida",1,0,0,0,1
"19514","offood",1,0,0,0,1
"19515","offsomewhere",1,0,0,0,1
"19516","offthe",1,0,0,0,1
"19517","offwithout",1,0,0,0,1
"19518","ofgen",1,0,0,0,1
"19519","ofgeneralization",1,0,0,0,1
"19520","ofgenerous",1,0,0,0,1
"19521","ofgod",1,0,0,0,1
"19522","ofgod’s",1,0,0,0,1
"19523","ofgolden",1,0,0,0,1
"19524","ofgrace",1,0,0,0,1
"19525","ofgrant",1,0,0,0,1
"19526","ofgreat",1,0,0,0,1
"19527","ofhalf",1,0,0,0,1
"19528","ofhard",1,0,0,0,1
"19529","ofharper’s",1,0,0,0,1
"19530","ofharsh",1,0,0,0,1
"19531","ofhearts",1,0,0,0,1
"19532","ofholidays",1,0,0,0,1
"19533","ofholy",1,0,0,0,1
"19534","ofhope",1,0,0,0,1
"19535","ofhuman",1,0,0,0,1
"19536","ofhumanity",1,0,0,0,1
"19537","ofimpartiality",1,0,0,0,1
"19538","ofindiana",1,0,0,0,1
"19539","ofinjustice",1,0,0,0,1
"19540","ofintending",1,0,0,0,1
"19541","ofintroduction",1,0,0,0,1
"19542","ofjack",1,0,0,0,1
"19543","ofjuly",1,0,0,0,1
"19544","ofkindred",1,0,0,0,1
"19545","oflaborers",1,0,0,0,1
"19546","oflearning",1,0,0,0,1
"19547","ofleaving",1,0,0,0,1
"19548","oflight",1,0,0,0,1
"19549","oflincoln",1,0,0,0,1
"19550","oflittle",1,0,0,0,1
"19551","ofliving",1,0,0,0,1
"19552","oflucy",1,0,0,0,1
"19553","ofman",1,0,0,0,1
"19554","ofman’s",1,0,0,0,1
"19555","ofmankind",1,0,0,0,1
"19556","ofmany",1,0,0,0,1
"19557","ofmaryland",1,0,0,0,1
"19558","ofmason",1,0,0,0,1
"19559","ofmassachusetts",1,0,0,0,1
"19560","ofme",1,0,0,0,1
"19561","ofmeaning",1,0,0,0,1
"19562","ofmeeting",1,0,0,0,1
"19563","ofmen",1,0,0,0,1
"19564","ofmirth",1,0,0,0,1
"19565","ofmoss",1,0,0,0,1
"19566","ofmuch",1,0,0,0,1
"19567","ofnational",1,0,0,0,1
"19568","ofnations",1,0,0,0,1
"19569","ofnature",1,0,0,0,1
"19570","ofnegro",1,0,0,0,1
"19571","ofnewspaper",1,0,0,0,1
"19572","ofnovember",1,0,0,0,1
"19573","ofobtaining",1,0,0,0,1
"19574","ofoil",1,0,0,0,1
"19575","ofone",1,0,0,0,1
"19576","ofopposition",1,0,0,0,1
"19577","ofother",1,0,0,0,1
"19578","ofothers",1,0,0,0,1
"19579","ofover",1,0,0,0,1
"19580","ofoverseers",1,0,0,0,1
"19581","ofpassing",1,0,0,0,1
"19582","ofpassion",1,0,0,0,1
"19583","ofpeace",1,0,0,0,1
"19584","ofpistols",1,0,0,0,1
"19585","ofpleasure",1,0,0,0,1
"19586","ofpossessing.to",1,0,0,0,1
"19587","ofprayer",1,0,0,0,1
"19588","ofprejudice",1,0,0,0,1
"19589","ofpreparation",1,0,0,0,1
"19590","ofpride",1,0,0,0,1
"19591","ofproperty",1,0,0,0,1
"19592","ofproperty.another",1,0,0,0,1
"19593","ofrace",1,0,0,0,1
"19594","ofreason",1,0,0,0,1
"19595","ofreligion",1,0,0,0,1
"19596","ofresolutions",1,0,0,0,1
"19597","ofretaining",1,0,0,0,1
"19598","ofreverence",1,0,0,0,1
"19599","ofrobbery",1,0,0,0,1
"19600","ofrochester",1,0,0,0,1
"19601","ofsaying",1,0,0,0,1
"19602","ofself",1,0,0,0,1
"19603","ofsetting",1,0,0,0,1
"19604","ofshadrack",1,0,0,0,1
"19605","ofsheep",1,0,0,0,1
"19606","ofslave",1,0,0,0,1
"19607","ofslaveholding",1,0,0,0,1
"19608","ofsome",1,0,0,0,1
"19609","ofsouthern",1,0,0,0,1
"19610","ofstrangers",1,0,0,0,1
"19611","ofstreet",1,0,0,0,1
"19612","ofsuccess.i",1,0,0,0,1
"19613","ofsuccessful",1,0,0,0,1
"19614","ofsuch",1,0,0,0,1
"19615","ofsunday",1,0,0,0,1
"19616","often",0,0,0,1,1
"19617","oftenas",1,0,0,0,1
"19618","oftendid",1,0,0,0,1
"19619","oftenerwho",1,0,0,0,1
"19620","oftenpunished",1,0,0,0,1
"19621","oftentimes",1,0,0,0,1
"19622","oftents",1,0,0,0,1
"19623","oftenwounded",1,0,0,0,1
"19624","ofthat",1,0,0,0,1
"19625","ofthinking",1,0,0,0,1
"19626","ofthose",1,0,0,0,1
"19627","ofthought",1,0,0,0,1
"19628","oftime",1,0,0,0,1
"19629","oftimidity",1,0,0,0,1
"19630","oftransgression",1,0,0,0,1
"19631","oftrial",1,0,0,0,1
"19632","oftrial.those",1,0,0,0,1
"19633","ofttimes",0,1,0,0,1
"19634","oftwo",1,0,0,0,1
"19635","ofunderstanding",1,0,0,0,1
"19636","ofunmixed",1,0,0,0,1
"19637","ofunrequited",1,0,0,0,1
"19638","ofunruffled",1,0,0,0,1
"19639","ofunscrupulous",1,0,0,0,1
"19640","ofveterans",1,0,0,0,1
"19641","ofviolence",1,0,0,0,1
"19642","ofvulgarity",1,0,0,0,1
"19643","ofweariness",1,0,0,0,1
"19644","ofwhipping",1,0,0,0,1
"19645","ofwhippings",1,0,0,0,1
"19646","ofwhom",1,0,0,0,1
"19647","ofwidely",1,0,0,0,1
"19648","ofwild",1,0,0,0,1
"19649","ofwinter",1,0,0,0,1
"19650","ofwisdom",1,0,0,0,1
"19651","ofwit",1,0,0,0,1
"19652","ofwrath",1,0,0,0,1
"19653","oiledmachinery",1,0,0,0,1
"19654","oldblacksmith’s",1,0,0,0,1
"19655","oldbroadway",1,0,0,0,1
"19656","oldclothes",1,0,0,0,1
"19657","older",0,0,0,1,1
"19658","oldest",0,0,0,1,1
"19659","oldfriend",1,0,0,0,1
"19660","oldhe",1,0,0,0,1
"19661","oldlogs",1,0,0,0,1
"19662","oldmassachusetts",1,0,0,0,1
"19663","oldmaster’s",1,0,0,0,1
"19664","oldopponents",1,0,0,0,1
"19665","oldslave",1,0,0,0,1
"19666","oldspelling",1,0,0,0,1
"19667","oldsuspicion",1,0,0,0,1
"19668","oldtown",1,0,0,0,1
"19669","oldwoods",1,0,0,0,1
"19670","olive",0,0,0,1,1
"19671","oliver",1,0,0,0,1
"19672","ollilea",0,0,0,1,1
"19673","omage",0,0,0,1,1
"19674","ominous",0,1,0,0,1
"19675","omnibus",0,1,0,0,1
"19676","omnibuses",0,0,0,1,1
"19677","omnibusto",1,0,0,0,1
"19678","omnipotent",0,1,0,0,1
"19679","on.i",1,0,0,0,1
"19680","ona",1,0,0,0,1
"19681","onbeing",1,0,0,0,1
"19682","once.from",1,0,0,0,1
"19683","once.i’ll",1,0,0,0,1
"19684","onceknown",1,0,0,0,1
"19685","oncemistress",1,0,0,0,1
"19686","oncethat",1,0,0,0,1
"19687","oncethoroughly",1,0,0,0,1
"19688","oncol",1,0,0,0,1
"19689","ondashing",0,0,0,1,1
"19690","one ",0,0,0,1,1
"19691","one.first",1,0,0,0,1
"19692","one.he",1,0,0,0,1
"19693","one.the",1,0,0,0,1
"19694","onebelonging",1,0,0,0,1
"19695","onecart",1,0,0,0,1
"19696","onechild",1,0,0,0,1
"19697","onecrevice",1,0,0,0,1
"19698","oneentirely",1,0,0,0,1
"19699","onehand",1,0,0,0,1
"19700","onemarked",1,0,0,0,1
"19701","onemay",1,0,0,0,1
"19702","onemore",1,0,0,0,1
"19703","oneor",1,0,0,0,1
"19704","oneother",1,0,0,0,1
"19705","onepart",1,0,0,0,1
"19706","oneperson",1,0,0,0,1
"19707","ones",0,0,0,1,1
"19708","ones.of",1,0,0,0,1
"19709","oneself",1,0,0,0,1
"19710","oneside",0,0,0,1,1
"19711","onesowed",1,0,0,0,1
"19712","onething",1,0,0,0,1
"19713","onetime",1,0,0,0,1
"19714","onewho",1,0,0,0,1
"19715","oneword",1,0,0,0,1
"19716","oneyear",1,0,0,0,1
"19717","onhere",1,0,0,0,1
"19718","onit",1,0,0,0,1
"19719","onlychance",1,0,0,0,1
"19720","onlyforeshadow",1,0,0,0,1
"19721","onlyhad",1,0,0,0,1
"19722","onlyprecaution",1,0,0,0,1
"19723","onlyrecollections",1,0,0,0,1
"19724","onlysay",1,0,0,0,1
"19725","onlyto",1,0,0,0,1
"19726","onlywe",1,0,0,0,1
"19727","onlywounded",1,0,0,0,1
"19728","onmore",1,0,0,0,1
"19729","onreading",1,0,0,0,1
"19730","onsetting",1,0,0,0,1
"19731","onsome",1,0,0,0,1
"19732","onspecial",1,0,0,0,1
"19733","ontarioand",1,0,0,0,1
"19734","onthat",1,0,0,0,1
"19735","onthose",1,0,0,0,1
"19736","onward.thus",1,0,0,0,1
"19737","onwhich",1,0,0,0,1
"19738","oozy",1,0,0,0,1
"19739","oped",0,0,1,0,1
"19740","open",0,0,0,1,1
"19741","opened",0,0,0,1,1
"19742","openedthe",1,0,0,0,1
"19743","openedupon",1,0,0,0,1
"19744","opens",0,0,0,1,1
"19745","opento",1,0,0,0,1
"19746","openviolation",1,0,0,0,1
"19747","operate",1,0,0,0,1
"19748","operated",1,0,0,0,1
"19749","operation.from",1,0,0,0,1
"19750","operationof",1,0,0,0,1
"19751","opinionwas",1,0,0,0,1
"19752","opnions",0,0,0,1,1
"19753","oponents",0,1,0,0,1
"19754","opportunitiesfor",1,0,0,0,1
"19755","oppose.fellow",1,0,0,0,1
"19756","opposedthe",1,0,0,0,1
"19757","opposes",1,0,0,0,1
"19758","oppositionfrom",1,0,0,0,1
"19759","oppositionin",1,0,0,0,1
"19760","oppressed.the",1,0,0,0,1
"19761","ora",1,0,0,0,1
"19762","oracted",1,0,0,0,1
"19763","oran",0,0,0,1,1
"19764","orarrangement",1,0,0,0,1
"19765","oras",1,0,0,0,1
"19766","orat",1,0,0,0,1
"19767","oratorwere",1,0,0,0,1
"19768","oratorymr",1,0,0,0,1
"19769","orattempted",1,0,0,0,1
"19770","orbenefactors",1,0,0,0,1
"19771","orblast",1,0,0,0,1
"19772","orblows",1,0,0,0,1
"19773","orcolored",1,0,0,0,1
"19774","orcontracted",1,0,0,0,1
"19775","order.half",1,0,0,0,1
"19776","orderly",0,0,0,1,1
"19777","ordersfrom",1,0,0,0,1
"19778","ordinarysalutations",1,0,0,0,1
"19779","ordriven",1,0,0,0,1
"19780","ordry",1,0,0,0,1
"19781","orduties",1,0,0,0,1
"19782","oreffort",1,0,0,0,1
"19783","orever",1,0,0,0,1
"19784","orexceptional",1,0,0,0,1
"19785","orexclude",1,0,0,0,1
"19786","orfifteen",1,0,0,0,1
"19787","orfour",1,0,0,0,1
"19788","organizedwhat",1,0,0,0,1
"19789","orgarrets",1,0,0,0,1
"19790","orgin",0,1,0,0,1
"19791","orhe",1,0,0,0,1
"19792","orher",1,0,0,0,1
"19793","orhinders",1,0,0,0,1
"19794","oriental",0,0,0,1,1
"19795","originality",0,1,0,0,1
"19796","originatedsomewhere",1,0,0,0,1
"19797","orignally",0,1,0,0,1
"19798","orjustice",1,0,0,0,1
"19799","orleansnaturally",1,0,0,0,1
"19800","orleansthey",1,0,0,0,1
"19801","ormolestation",1,0,0,0,1
"19802","ornaments",0,0,0,1,1
"19803","ornowhere",1,0,0,0,1
"19804","orpeople",1,0,0,0,1
"19805","orphan",1,0,0,0,1
"19806","orpowerful",1,0,0,0,1
"19807","orprevious",1,0,0,0,1
"19808","orresist",1,0,0,0,1
"19809","orrespected",1,0,0,0,1
"19810","orseventy",1,0,0,0,1
"19811","orshe",1,0,0,0,1
"19812","orshunning",1,0,0,0,1
"19813","orsnow",1,0,0,0,1
"19814","orsocial",1,0,0,0,1
"19815","orson",1,0,0,0,1
"19816","orthem",1,0,0,0,1
"19817","orthirty",1,0,0,0,1
"19818","orthree",1,0,0,0,1
"19819","orto",1,0,0,0,1
"19820","ortoo",1,0,0,0,1
"19821","ortrough",1,0,0,0,1
"19822","orunfortunately",1,0,0,0,1
"19823","orvis",1,0,0,0,1
"19824","orwhitewashed",1,0,0,0,1
"19825","orworth",1,0,0,0,1
"19826","ossawatamie",1,0,0,0,1
"19827","ostracised",1,0,0,0,1
"19828","ostritch",0,0,0,1,1
"19829","othello’s",1,0,0,0,1
"19830","othelo",0,0,0,1,1
"19831","other.chapter",1,0,0,0,1
"19832","other.dr",1,0,0,0,1
"19833","other.if",1,0,0,0,1
"19834","other’sstrength",1,0,0,0,1
"19835","otheramerican",1,0,0,0,1
"19836","otherbad",1,0,0,0,1
"19837","otherboy",1,0,0,0,1
"19838","otherchildren",1,0,0,0,1
"19839","othercities",1,0,0,0,1
"19840","otherclothes",1,0,0,0,1
"19841","othercoachmen",1,0,0,0,1
"19842","othercourse",1,0,0,0,1
"19843","otherday",1,0,0,0,1
"19844","otherduties",1,0,0,0,1
"19845","otheremergencies",1,0,0,0,1
"19846","otherfellow",1,0,0,0,1
"19847","otherfor",1,0,0,0,1
"19848","otherladies",1,0,0,0,1
"19849","othermen",1,0,0,0,1
"19850","othernation",1,0,0,0,1
"19851","otherobject",1,0,0,0,1
"19852","otherobjections",1,0,0,0,1
"19853","otherpapers",1,0,0,0,1
"19854","otherpassengers.chapter",1,0,0,0,1
"19855","otherpoints",1,0,0,0,1
"19856","otherpossible",1,0,0,0,1
"19857","others",0,0,0,1,1
"19858","others.of",1,0,0,0,1
"19859","others.there",1,0,0,0,1
"19860","others.while",1,0,0,0,1
"19861","othersan",1,0,0,0,1
"19862","otherspot",1,0,0,0,1
"19863","othersubjects",1,0,0,0,1
"19864","othertimes",1,0,0,0,1
"19865","othertrying",1,0,0,0,1
"19866","otherwise",0,0,0,1,1
"19867","otherwiseassisting",1,0,0,0,1
"19868","otherwiseknown",1,0,0,0,1
"19869","otheryoung",1,0,0,0,1
"19870","otis",1,0,0,0,1
"19871","ottilia",1,0,0,0,1
"19872","ouly",0,0,0,1,1
"19873","ouradvantage",1,0,0,0,1
"19874","ourarrival",1,0,0,0,1
"19875","ourassembling",1,0,0,0,1
"19876","ourbeing",1,0,0,0,1
"19877","ourblood",1,0,0,0,1
"19878","ourbondage.i",1,0,0,0,1
"19879","ourboundaries.this",1,0,0,0,1
"19880","ourbrothers",1,0,0,0,1
"19881","ourcaptain",1,0,0,0,1
"19882","ourcause",1,0,0,0,1
"19883","ourcircumstances",1,0,0,0,1
"19884","ourcolored",1,0,0,0,1
"19885","ourcongregation",1,0,0,0,1
"19886","ourconvention",1,0,0,0,1
"19887","ourdestiny",1,0,0,0,1
"19888","ourdifferences",1,0,0,0,1
"19889","ourdoctor",1,0,0,0,1
"19890","ourdoctors",1,0,0,0,1
"19891","ourfriend",1,0,0,0,1
"19892","ourfriends",1,0,0,0,1
"19893","ourgeneral",1,0,0,0,1
"19894","ourhearts",1,0,0,0,1
"19895","ourhistory",1,0,0,0,1
"19896","ourhopes",1,0,0,0,1
"19897","ourignorance",1,0,0,0,1
"19898","ourlegislators",1,0,0,0,1
"19899","ourlines",1,0,0,0,1
"19900","ourmeeting",1,0,0,0,1
"19901","ourneighborhood",1,0,0,0,1
"19902","ourold",1,0,0,0,1
"19903","ourparty",1,0,0,0,1
"19904","ourrides",1,0,0,0,1
"19905","ourroom",1,0,0,0,1
"19906","oursabbath",1,0,0,0,1
"19907","ourselves.the",1,0,0,0,1
"19908","ourselvesand",1,0,0,0,1
"19909","ourselvesas",1,0,0,0,1
"19910","ourselveseverything",1,0,0,0,1
"19911","oursense",1,0,0,0,1
"19912","ourservices",1,0,0,0,1
"19913","ourships",1,0,0,0,1
"19914","oursisterhood",1,0,0,0,1
"19915","oursufferings",1,0,0,0,1
"19916","ourtalk",1,0,0,0,1
"19917","ourthanks.mr",1,0,0,0,1
"19918","ourvisit",1,0,0,0,1
"19919","ourvoice",1,0,0,0,1
"19920","out_",0,1,0,0,1
"19921","outbreak",0,1,0,0,1
"19922","outbursts",0,1,0,0,1
"19923","outdoor",1,0,0,0,1
"19924","outdoubtless",1,0,0,0,1
"19925","outer",0,1,0,0,1
"19926","outgoing",1,0,0,0,1
"19927","outgrow",0,1,0,0,1
"19928","outgrowths",0,1,0,0,1
"19929","outin",1,0,0,0,1
"19930","outlayof",1,0,0,0,1
"19931","outline",0,1,0,0,1
"19932","outlines",0,1,0,0,1
"19933","outlying",1,0,0,0,1
"19934","outno",1,0,0,0,1
"19935","outpourings",0,1,0,0,1
"19936","outrageous",0,1,0,0,1
"19937","outragesdeep",1,0,0,0,1
"19938","outrageswhich",1,0,0,0,1
"19939","outrageupon",1,0,0,0,1
"19940","outset",1,0,0,0,1
"19941","outsideof",1,0,0,0,1
"19942","outsiders",0,1,0,0,1
"19943","outsidersinterested",1,0,0,0,1
"19944","outsidethe",1,0,0,0,1
"19945","outskirts",0,0,1,0,1
"19946","outstrip",0,1,0,0,1
"19947","outthat",1,0,0,0,1
"19948","outthoughts",1,0,0,0,1
"19949","outwardly",0,0,1,0,1
"19950","outwardrelations",1,0,0,0,1
"19951","outwardseeming",1,0,0,0,1
"19952","ovens",0,1,0,0,1
"19953","over_",0,1,0,0,1
"19954","overa",1,0,0,0,1
"19955","overamerican",1,0,0,0,1
"19956","overbearing",0,1,0,0,1
"19957","overborne",0,0,1,0,1
"19958","overcame",0,0,1,0,1
"19959","overclean",0,1,0,0,1
"19960","overcomingone",1,0,0,0,1
"19961","overflowed",1,0,0,0,1
"19962","overflowing",1,0,0,0,1
"19963","overflowingwith",1,0,0,0,1
"19964","overhang",1,0,0,0,1
"19965","overhear",1,0,0,0,1
"19966","overjoyed",0,1,0,0,1
"19967","overkind",0,0,1,0,1
"19968","overleaped",1,0,0,0,1
"19969","overruling",0,1,0,0,1
"19970","overseer.i",1,0,0,0,1
"19971","overseer.such",1,0,0,0,1
"19972","overseerand",1,0,0,0,1
"19973","overseerhad",1,0,0,0,1
"19974","overseers.in",1,0,0,0,1
"19975","oversight",0,1,0,0,1
"19976","oversightof",1,0,0,0,1
"19977","oversleeping",0,1,0,0,1
"19978","overstates",0,0,1,0,1
"19979","overt",1,0,0,0,1
"19980","overthem",1,0,0,0,1
"19981","overthrown",0,1,0,0,1
"19982","overthrowthem",1,0,0,0,1
"19983","overwhelmedby",1,0,0,0,1
"19984","overwith",1,0,0,0,1
"19985","overwork",0,1,0,0,1
"19986","owedhim",1,0,0,0,1
"19987","oweners",0,0,0,1,1
"19988","owls",1,0,0,0,1
"19989","own_",1,0,0,0,1
"19990","ownconduct",1,0,0,0,1
"19991","owncontracts",1,0,0,0,1
"19992","ownedand",1,0,0,0,1
"19993","ownedyour",1,0,0,0,1
"19994","owner.a",1,0,0,0,1
"19995","owners.for",1,0,0,0,1
"19996","ownershipof",1,0,0,0,1
"19997","ownexistence",1,0,0,0,1
"19998","ownforce",1,0,0,0,1
"19999","ownglory",1,0,0,0,1
"20000","owngood",1,0,0,0,1
"20001","ownknowledge",1,0,0,0,1
"20002","ownlabor",1,0,0,0,1
"20003","ownlife",1,0,0,0,1
"20004","ownloneliness",1,0,0,0,1
"20005","ownme",1,0,0,0,1
"20006","ownrace",1,0,0,0,1
"20007","ownwiry",1,0,0,0,1
"20008","oxenentangled",1,0,0,0,1
"20009","oxenstarted",1,0,0,0,1
"20010","oxenwere",1,0,0,0,1
"20011","p.rodgers",1,0,0,0,1
"20012","pacas",1,0,0,0,1
"20013","pacific",0,1,0,0,1
"20014","pacified",1,0,0,0,1
"20015","packthe",1,0,0,0,1
"20016","paddy",1,0,0,0,1
"20017","pagani",0,0,0,1,1
"20018","pageant",1,0,0,0,1
"20019","paidfor",1,0,0,0,1
"20020","paidmy",1,0,0,0,1
"20021","paidno",1,0,0,0,1
"20022","paine",1,0,0,0,1
"20023","painful.besides",1,0,0,0,1
"20024","painfullyfamiliar",1,0,0,0,1
"20025","painfulto",1,0,0,0,1
"20026","painting",0,1,0,0,1
"20027","pairof",1,0,0,0,1
"20028","pairs",1,0,0,0,1
"20029","palaces",0,0,0,1,1
"20030","palatable",0,1,0,0,1
"20031","palazzor",0,0,0,1,1
"20032","palfry",1,0,0,0,1
"20033","palliative",1,0,0,0,1
"20034","palm",0,1,0,0,1
"20035","palmas",0,1,0,0,1
"20036","palmed",0,0,0,1,1
"20037","palpably",0,0,1,0,1
"20038","palpitating",0,1,0,0,1
"20039","pamphlets",1,0,0,0,1
"20040","panoply",1,0,0,0,1
"20041","pantomine",0,0,0,1,1
"20042","papacy",0,0,0,1,1
"20043","papal",1,0,0,0,1
"20044","paper_",1,0,0,0,1
"20045","paperbut",1,0,0,0,1
"20046","paperexists.one",1,0,0,0,1
"20047","papers.but",1,0,0,0,1
"20048","papersthe",1,0,0,0,1
"20049","paperwas",1,0,0,0,1
"20050","par",0,0,0,1,1
"20051","paraded",1,0,0,0,1
"20052","paragon",0,1,0,0,1
"20053","paragraph",1,0,0,0,1
"20054","paralyze",1,0,0,0,1
"20055","paralyzing",0,1,0,0,1
"20056","paramount",1,0,0,0,1
"20057","parapets",1,0,0,0,1
"20058","paraphernalia",0,1,0,0,1
"20059","parcelsor",1,0,0,0,1
"20060","parchment",0,1,0,0,1
"20061","parchment.if",1,0,0,0,1
"20062","pardoned",1,0,0,0,1
"20063","parentage",0,0,1,0,1
"20064","parentcould",1,0,0,0,1
"20065","parentsmust",1,0,0,0,1
"20066","parleying",0,1,0,0,1
"20067","parlorsoccupied",1,0,0,0,1
"20068","parricide",1,0,0,0,1
"20069","partaking",0,1,0,0,1
"20070","partchapter",1,0,0,0,1
"20071","partfor",1,0,0,0,1
"20072","partialand",1,0,0,0,1
"20073","participant",0,0,1,0,1
"20074","participatedas",1,0,0,0,1
"20075","participationin",1,0,0,0,1
"20076","particularlyrelated",1,0,0,0,1
"20077","parting",0,0,0,1,1
"20078","partlyconstitutional",1,0,0,0,1
"20079","partook",1,0,0,0,1
"20080","partsof",1,0,0,0,1
"20081","partthe",1,0,0,0,1
"20082","partus",0,0,0,1,1
"20083","party.during",1,0,0,0,1
"20084","party.here",1,0,0,0,1
"20085","partyat",1,0,0,0,1
"20086","partyearnestly",1,0,0,0,1
"20087","partyhave",1,0,0,0,1
"20088","partythat",1,0,0,0,1
"20089","partywhich",1,0,0,0,1
"20090","passagesto",1,0,0,0,1
"20091","passedaround",1,0,0,0,1
"20092","passeddelightfully",1,0,0,0,1
"20093","passedround",1,0,0,0,1
"20094","passedthis",1,0,0,0,1
"20095","passenger.american",1,0,0,0,1
"20096","passengers.this",1,0,0,0,1
"20097","passengers.thousands",1,0,0,0,1
"20098","passengersalighted",1,0,0,0,1
"20099","passesbeen",1,0,0,0,1
"20100","passingfrom",1,0,0,0,1
"20101","passinglaws",1,0,0,0,1
"20102","passingover",1,0,0,0,1
"20103","passionately",0,1,0,0,1
"20104","passlaws",1,0,0,0,1
"20105","password",1,0,0,0,1
"20106","past.though",1,0,0,0,1
"20107","pastdifferences",1,0,0,0,1
"20108","pastoral",1,0,0,0,1
"20109","pastseven",1,0,0,0,1
"20110","patch",1,0,0,0,1
"20111","pate",1,0,0,0,1
"20112","pateoli",0,0,0,1,1
"20113","paternal",0,1,0,0,1
"20114","paterson",1,0,0,0,1
"20115","path.i",1,0,0,0,1
"20116","pathof",1,0,0,0,1
"20117","patience:no",1,0,0,0,1
"20118","patriarch",0,0,0,1,1
"20119","patriarchal",0,1,0,0,1
"20120","patrician",1,0,0,0,1
"20121","patriot",1,0,0,0,1
"20122","patriotically",1,0,0,0,1
"20123","patrioticcabinet",1,0,0,0,1
"20124","patrioticdeclamation",1,0,0,0,1
"20125","patriotismof",1,0,0,0,1
"20126","patrols",0,0,1,0,1
"20127","patronage",1,0,0,0,1
"20128","patronized",0,1,0,0,1
