"","word","Volume 2 (1843-1858)","Volume 7 (1863-1865)","sum_word_counts"
"6833","eulogized",1,0,1
"6834","evacuated",0,1,1
"6835","evacuation",0,1,1
"6836","evades",1,0,1
"6837","evading",0,1,1
"6838","evanescent",1,0,1
"6839","evasion",1,0,1
"6840","evasively",1,0,1
"6841","evenings",1,0,1
"6842","eventful",1,0,1
"6843","eventual",0,1,1
"6844","everett",0,1,1
"6845","evidently",1,0,1
"6846","evils",0,1,1
"6847","evince",0,1,1
"6848","ewards",1,0,1
"6849","exaggerate",0,1,1
"6850","examinations",0,1,1
"6851","examining",1,0,1
"6852","examples",1,0,1
"6853","exceeded",0,1,1
"6854","excellence",1,0,1
"6855","exceptionally",0,1,1
"6856","exchanges",0,1,1
"6857","excite",1,0,1
"6858","exclaimed",1,0,1
"6859","excluded",0,1,1
"6860","excused",0,1,1
"6861","excuses",1,0,1
"6862","execrable",1,0,1
"6863","execration",1,0,1
"6864","executing",1,0,1
"6865","executives",0,1,1
"6866","exempted",0,1,1
"6867","exempts",0,1,1
"6868","exerted",1,0,1
"6869","exertions",0,1,1
"6870","exhibition",0,1,1
"6871","exigencies",0,1,1
"6872","exigency",1,0,1
"6873","exorbitant",1,0,1
"6874","exorcised",1,0,1
"6875","expansible",1,0,1
"6876","expansive",1,0,1
"6877","expatriation",1,0,1
"6878","expeditions",0,1,1
"6879","expeditious",0,1,1
"6880","expend",1,0,1
"6881","expending",1,0,1
"6882","experiments",1,0,1
"6883","expiring",0,1,1
"6884","explained",1,0,1
"6885","explanations",0,1,1
"6886","exposed",0,1,1
"6887","exposition",0,1,1
"6888","expound",1,0,1
"6889","expressive",1,0,1
"6890","exquisite",1,0,1
"6891","extant",1,0,1
"6892","extensions",1,0,1
"6893","extenso",0,1,1
"6894","extermination",1,0,1
"6895","external",0,1,1
"6896","extinguish",1,0,1
"6897","extinguishing",0,1,1
"6898","extinguishment",0,1,1
"6899","extort",0,1,1
"6900","extracted",1,0,1
"6901","extravagance",1,0,1
"6902","extrinsic",0,1,1
"6903","ezra",0,1,1
"6904","faced",1,0,1
"6905","facilitate",0,1,1
"6906","facilitated",0,1,1
"6907","facilitating",0,1,1
"6908","facing",0,1,1
"6909","factions",1,0,1
"6910","facto",0,1,1
"6911","faculties",1,0,1
"6912","faded",1,0,1
"6913","failing",1,0,1
"6914","failures",1,0,1
"6915","fainted",1,0,1
"6916","fairbairns",0,1,1
"6917","fairest",1,0,1
"6918","fallacy",1,0,1
"6919","falling",1,0,1
"6920","farce",1,0,1
"6921","fare",1,0,1
"6922","farewell",1,0,1
"6923","farms",0,1,1
"6924","farthest",1,0,1
"6925","fashioned",1,0,1
"6926","faster",1,0,1
"6927","fasting",0,1,1
"6928","fatherland",1,0,1
"6929","faultfinders",1,0,1
"6930","favored",0,1,1
"6931","favorers",0,1,1
"6932","favorite",1,0,1
"6933","fearless",1,0,1
"6934","federalism",1,0,1
"6935","felicitates",1,0,1
"6936","fences",1,0,1
"6937","ferried",1,0,1
"6938","fervent",0,1,1
"6939","fervently",0,1,1
"6940","fessenden",0,1,1
"6941","feud",1,0,1
"6942","fever",1,0,1
"6943","fewer",1,0,1
"6944","fewest",1,0,1
"6945","fiend",1,0,1
"6946","fiercely",1,0,1
"6947","fierceness",1,0,1
"6948","fiercer",1,0,1
"6949","files",0,1,1
"6950","filisola",1,0,1
"6951","finality",1,0,1
"6952","finely",0,1,1
"6953","finest",1,0,1
"6954","fingal",0,1,1
"6955","finger",1,0,1
"6956","fingers",1,0,1
"6957","firearms",0,1,1
"6958","firebell",1,0,1
"6959","fired",0,1,1
"6960","fisher",0,1,1
"6961","fishermen",0,1,1
"6962","fisk's",0,1,1
"6963","fitness",1,0,1
"6964","fitzgibbon",0,1,1
"6965","fitzpatrick",1,0,1
"6966","flank",0,1,1
"6967","flanking",1,0,1
"6968","flash",1,0,1
"6969","flashes",0,1,1
"6970","flat",1,0,1
"6971","flatboat",1,0,1
"6972","flattered",0,1,1
"6973","flatters",1,0,1
"6974","flattery",0,1,1
"6975","flee",1,0,1
"6976","flies",1,0,1
"6977","fling",0,1,1
"6978","floating",1,0,1
"6979","floods",1,0,1
"6980","flowing",0,1,1
"6981","fluctuating",1,0,1
"6982","flumerous",1,0,1
"6983","flushed",1,0,1
"6984","flutter",1,0,1
"6985","foe",0,1,1
"6986","foil",1,0,1
"6987","fold",1,0,1
"6988","follower",1,0,1
"6989","fondly",0,1,1
"6990","fool",1,0,1
"6991","foolery",1,0,1
"6992","foolish",1,0,1
"6993","foolscap",0,1,1
"6994","foothold",1,0,1
"6995","footholds",0,1,1
"6996","forages",0,1,1
"6997","forbearing",1,0,1
"6998","forbids",1,0,1
"6999","foreclosure",1,0,1
"7000","forego",0,1,1
"7001","foreigner",0,1,1
"7002","foremost",1,0,1
"7003","forenoon",0,1,1
"7004","foresaw",1,0,1
"7005","forestall",1,0,1
"7006","forgery",0,1,1
"7007","forgiveness",0,1,1
"7008","formation",0,1,1
"7009","formidable",0,1,1
"7010","fortieth",0,1,1
"7011","fortifications",0,1,1
"7012","fortify",1,0,1
"7013","fortitude",0,1,1
"7014","fortnight",0,1,1
"7015","fortune",0,1,1
"7016","forwarding",1,0,1
"7017","foundations",1,0,1
"7018","founder",1,0,1
"7019","fourteenths",1,0,1
"7020","fraction",1,0,1
"7021","fragrance",1,0,1
"7022","framework",0,1,1
"7023","franking",1,0,1
"7024","frankly",0,1,1
"7025","fraternity",0,1,1
"7026","frauds",0,1,1
"7027","fraught",0,1,1
"7028","frederick",0,1,1
"7029","freedmen's",0,1,1
"7030","freeing",1,0,1
"7031","freezes",1,0,1
"7032","fresher",1,0,1
"7033","friendships",1,0,1
"7034","frightened",1,0,1
"7035","frightening",1,0,1
"7036","fritter",1,0,1
"7037","frittered",1,0,1
"7038","fruitless",0,1,1
"7039","frustrate",0,1,1
"7040","fulfillment",0,1,1
"7041","fullest",0,1,1
"7042","fullness",0,1,1
"7043","functionary",1,0,1
"7044","funeral",1,0,1
"7045","furious",0,1,1
"7046","furniture",0,1,1
"7047","futile",1,0,1
"7048","ga",0,1,1
"7049","gag",1,0,1
"7050","galveston",0,1,1
"7051","garden",1,0,1
"7052","garrisoned",0,1,1
"7053","garrisons",0,1,1
"7054","gathered",0,1,1
"7055","gathering",0,1,1
"7056","gathers",1,0,1
"7057","gaze",1,0,1
"7058","geary's",0,1,1
"7059","gen'l",1,0,1
"7060","generalities",1,0,1
"7061","generalships",0,1,1
"7062","generosity",1,0,1
"7063","gentiles",1,0,1
"7064","gentleman's",1,0,1
"7065","gentlemanly",1,0,1
"7066","genuineness",1,0,1
"7067","genus",1,0,1
"7068","germ",1,0,1
"7069","germans",1,0,1
"7070","ghost",1,0,1
"7071","giant",1,0,1
"7072","giddings",1,0,1
"7073","gigantic",0,1,1
"7074","gilimore's",0,1,1
"7075","girls",1,0,1
"7076","git",1,0,1
"7077","giveth",0,1,1
"7078","gladden",0,1,1
"7079","glaring",1,0,1
"7080","glimpse",1,0,1
"7081","glimpses",1,0,1
"7082","glittering",1,0,1
"7083","gloom",1,0,1
"7084","gloomy",1,0,1
"7085","gloriously",0,1,1
"7086","goff",0,1,1
"7087","golly",1,0,1
"7088","goodly",1,0,1
"7089","gordo",1,0,1
"7090","gorin",1,0,1
"7091","gospel",0,1,1
"7092","gov'r",1,0,1
"7093","government's",0,1,1
"7094","grabbed",1,0,1
"7095","graduated",0,1,1
"7096","grain",1,0,1
"7097","granger",0,1,1
"7098","grapple",1,0,1
"7099","grasping",1,0,1
"7100","gratification",0,1,1
"7101","gratify",1,0,1
"7102","gratiott",0,1,1
"7103","gratuitous",0,1,1
"7104","gratulation",0,1,1
"7105","gray",1,0,1
"7106","grayson",1,0,1
"7107","greece",1,0,1
"7108","greedy",1,0,1
"7109","greeks",1,0,1
"7110","green",1,0,1
"7111","greenup",1,0,1
"7112","greeting",0,1,1
"7113","gregg",1,0,1
"7114","grenades",0,1,1
"7115","grievousness",1,0,1
"7116","grimsley",1,0,1
"7117","gristle",1,0,1
"7118","grizzled",1,0,1
"7119","groans",1,0,1
"7120","groundless",0,1,1
"7121","grove",1,0,1
"7122","grudgingly",1,0,1
"7123","guaranteed",0,1,1
"7124","guaranty",1,0,1
"7125","guarded",1,0,1
"7126","guardian",0,1,1
"7127","guarding",1,0,1
"7128","guerilla",0,1,1
"7129","guides",0,1,1
"7130","gulp",1,0,1
"7131","gun",1,0,1
"7132","gunboat",0,1,1
"7133","gushing",0,1,1
"7134","habitation",1,0,1
"7135","habituate",1,0,1
"7136","hackneyed",0,1,1
"7137","hagenbuek",0,1,1
"7138","hairs",1,0,1
"7139","haiti",0,1,1
"7140","halleck's",0,1,1
"7141","hallow",0,1,1
"7142","halls",1,0,1
"7143","halt",1,0,1
"7144","halting",1,0,1
"7145","hamburg",0,1,1
"7146","hamilton",1,0,1
"7147","hamilton's",1,0,1
"7148","hamlin",0,1,1
"7149","hampshire's",0,1,1
"7150","handful",1,0,1
"7151","handkerchief",1,0,1
"7152","handkerchiefs",1,0,1
"7153","handsomely",0,1,1
"7154","hanged",1,0,1
"7155","hangs",1,0,1
"7156","hannibal",0,1,1
"7157","hanover",1,0,1
"7158","hapless",1,0,1
"7159","happier",0,1,1
"7160","harassments",0,1,1
"7161","harbored",0,1,1
"7162","hardie",0,1,1
"7163","hardiman",1,0,1
"7164","hardships",1,0,1
"7165","hardy",1,0,1
"7166","harlan",0,1,1
"7167","harmon's",0,1,1
"7168","harmonized",1,0,1
"7169","harnson",1,0,1
"7170","harriet",1,0,1
"7171","harrow",0,1,1
"7172","harry",0,1,1
"7173","harvard",0,1,1
"7174","hast",1,0,1
"7175","hastily",1,0,1
"7176","hasty",0,1,1
"7177","hatcher's",0,1,1
"7178","hatches",1,0,1
"7179","hatching",0,1,1
"7180","hated",1,0,1
"7181","hats",1,0,1
"7182","haughty",1,0,1
"7183","hauls",1,0,1
"7184","haven",0,1,1
"7185","hawked",1,0,1
"7186","hawks",0,1,1
"7187","haywood",0,1,1
"7188","hazardous",0,1,1
"7189","hazards",0,1,1
"7190","heading",0,1,1
"7191","heal",0,1,1
"7192","healthful",1,0,1
"7193","hearers",1,0,1
"7194","hearted",1,0,1
"7195","heartrending",1,0,1
"7196","hedged",1,0,1
"7197","heedless",1,0,1
"7198","height",0,1,1
"7199","heightened",0,1,1
"7200","heiskell's",0,1,1
"7201","helm's",0,1,1
"7202","helps",1,0,1
"7203","hemispheres",1,0,1
"7204","hemmed",1,0,1
"7205","hemp",0,1,1
"7206","henry's",1,0,1
"7207","hereditary",0,1,1
"7208","hereof",0,1,1
"7209","heresies",1,0,1
"7210","hermit",0,1,1
"7211","hermitage",1,0,1
"7212","hesitated",1,0,1
"7213","hesitation",0,1,1
"7214","hickories",1,0,1
"7215","hid",1,0,1
"7216","hides",1,0,1
"7217","highroad",1,0,1
"7218","highways",1,0,1
"7219","hilton",0,1,1
"7220","hindered",0,1,1
"7221","hindering",0,1,1
"7222","hindmost",1,0,1
"7223","hindrance",1,0,1
"7224","hindrances",1,0,1
"7225","hinman",1,0,1
"7226","hinted",0,1,1
"7227","hirers",0,1,1
"7228","hires",0,1,1
"7229","historically",1,0,1
"7230","hits",1,0,1
"7231","hogsheads",0,1,1
"7232","hoist",1,0,1
"7233","holcombe",0,1,1
"7234","holden",1,0,1
"7235","holler",1,0,1
"7236","holt",0,1,1
"7237","homer",1,0,1
"7238","homesteads",0,1,1
"7239","honorary",0,1,1
"7240","hood's",0,1,1
"7241","hooker's",0,1,1
"7242","hooted",1,0,1
"7243","horatio",0,1,1
"7244","horde",1,0,1
"7245","horn",1,0,1
"7246","horned",1,0,1
"7247","horns",1,0,1
"7248","horrified",1,0,1
"7249","hospitalities",0,1,1
"7250","hotel",1,0,1
"7251","hotspur",1,0,1
"7252","hour's",1,0,1
"7253","houseless",0,1,1
"7254","hovey",0,1,1
"7255","howe",0,1,1
"7256","hugely",1,0,1
"7257","humane",1,0,1
"7258","humblest",1,0,1
"7259","humbly",0,1,1
"7260","humbug",1,0,1
"7261","humoredly",1,0,1
"7262","hungarians",1,0,1
"7263","hurd",1,0,1
"7264","hurried",0,1,1
"7265","hurst",1,0,1
"7266","hurt",1,0,1
"7267","husbands",0,1,1
"7268","hypocrites",1,0,1
"7269","hypothesis",1,0,1
"7270","ice",1,0,1
"7271","idled",1,0,1
"7272","idler",1,0,1
"7273","idol",1,0,1
"7274","ignominy",1,0,1
"7275","illegal",0,1,1
"7276","illiberal",0,1,1
"7277","illicit",0,1,1
"7278","illness",0,1,1
"7279","illustrate",0,1,1
"7280","illustrations",1,0,1
"7281","imaginable",1,0,1
"7282","imaginary",1,0,1
"7283","immensely",0,1,1
"7284","imminent",0,1,1
"7285","immortality",1,0,1
"7286","impair",0,1,1
"7287","impartiality",0,1,1
"7288","impassioned",1,0,1
"7289","impatient",1,0,1
"7290","impeachment",0,1,1
"7291","impeded",0,1,1
"7292","impediment",1,0,1
"7293","impediments",1,0,1
"7294","impending",0,1,1
"7295","imperative",0,1,1
"7296","imperatively",0,1,1
"7297","imperial",0,1,1
"7298","imperilled",1,0,1
"7299","imperishable",1,0,1
"7300","implicitly",1,0,1
"7301","imploring",0,1,1
"7302","implying",1,0,1
"7303","importunate",0,1,1
"7304","importunity",1,0,1
"7305","impose",0,1,1
"7306","impoverishing",1,0,1
"7307","imprison",0,1,1
"7308","imprisoning",0,1,1
"7309","improperly",1,0,1
"7310","impudent",1,0,1
"7311","impugn",0,1,1
"7312","impulse",1,0,1
"7313","inability",0,1,1
"7314","inactive",0,1,1
"7315","inadequate",0,1,1
"7316","inadmissible",0,1,1
"7317","inadvertently",0,1,1
"7318","incapable",0,1,1
"7319","incendiary",1,0,1
"7320","incentive",0,1,1
"7321","inception",1,0,1
"7322","incidental",0,1,1
"7323","incipient",1,0,1
"7324","inciting",0,1,1
"7325","inclement",0,1,1
"7326","inclinations",1,0,1
"7327","incline",1,0,1
"7328","inclosures",0,1,1
"7329","incomes",0,1,1
"7330","inconceivable",1,0,1
"7331","inconsistencies",1,0,1
"7332","inconstant",0,1,1
"7333","inconveniences",1,0,1
"7334","incorrect",1,0,1
"7335","increases",1,0,1
"7336","inculcate",1,0,1
"7337","inculcated",0,1,1
"7338","incurred",0,1,1
"7339","incursions",0,1,1
"7340","indefinitely",0,1,1
"7341","indication",0,1,1
"7342","indifferent",0,1,1
"7343","indignation",1,0,1
"7344","indiscriminate",1,0,1
"7345","indistinctly",1,0,1
"7346","indomitable",1,0,1
"7347","indorser",1,0,1
"7348","indorses",1,0,1
"7349","inducements",0,1,1
"7350","indulging",1,0,1
"7351","industries",1,0,1
"7352","inefficient",1,0,1
"7353","inequalities",0,1,1
"7354","inevitable",0,1,1
"7355","inexcusable",0,1,1
"7356","inexpedient",0,1,1
"7357","infamous",1,0,1
"7358","infidel",1,0,1
"7359","infinite",0,1,1
"7360","infirmities",0,1,1
"7361","inflexibly",0,1,1
"7362","influences",0,1,1
"7363","infraction",1,0,1
"7364","infractions",1,0,1
"7365","infused",1,0,1
"7366","ingenuity",1,0,1
"7367","inhabit",1,0,1
"7368","inhabiting",1,0,1
"7369","inhuman",0,1,1
"7370","inimical",0,1,1
"7371","initial",0,1,1
"7372","initiated",0,1,1
"7373","injuring",1,0,1
"7374","innocently",0,1,1
"7375","innumerable",1,0,1
"7376","inquisition",1,0,1
"7377","inscrutable",1,0,1
"7378","insecurity",0,1,1
"7379","insensibility",1,0,1
"7380","inseparable",1,0,1
"7381","inseparably",1,0,1
"7382","inserted",1,0,1
"7383","insidious",1,0,1
"7384","insignificance",1,0,1
"7385","insincere",0,1,1
"7386","insinuated",1,0,1
"7387","inspection",0,1,1
"7388","inspiration",1,0,1
"7389","inspire",0,1,1
"7390","inspires",1,0,1
"7391","inspiring",1,0,1
"7392","instalments",0,1,1
"7393","instinctive",0,1,1
"7394","instinctively",1,0,1
"7395","instruct",0,1,1
"7396","instructing",1,0,1
"7397","instruction",0,1,1
"7398","instructs",0,1,1
"7399","insulting",0,1,1
"7400","insurrections",0,1,1
"7401","intelligently",0,1,1
"7402","intense",1,0,1
"7403","intentions",0,1,1
"7404","interchange",0,1,1
"7405","interfered",0,1,1
"7406","interlineations",0,1,1
"7407","intermingled",1,0,1
"7408","intermission",1,0,1
"7409","interpose",0,1,1
"7410","interposing",0,1,1
"7411","interpreted",1,0,1
"7412","interrogations",1,0,1
"7413","interrogatories",1,0,1
"7414","interruption",0,1,1
"7415","interruptions",1,0,1
"7416","intersection",0,1,1
"7417","interval",0,1,1
"7418","intervals",1,0,1
"7419","intervened",0,1,1
"7420","intervening",0,1,1
"7421","intervention",1,0,1
"7422","interviews",0,1,1
"7423","intestine",1,0,1
"7424","intimately",0,1,1
"7425","intimidation",1,0,1
"7426","intoxicating",0,1,1
"7427","intrenchments",0,1,1
"7428","intricacy",0,1,1
"7429","invalids",0,1,1
"7430","inventive",1,0,1
"7431","investigated",0,1,1
"7432","investment",1,0,1
"7433","invidious",0,1,1
"7434","invisible",1,0,1
"7435","invitation",1,0,1
"7436","invoking",0,1,1
"7437","ireland",0,1,1
"7438","irons",1,0,1
"7439","irreconcilable",0,1,1
"7440","irregular",0,1,1
"7441","irregularities",0,1,1
"7442","irritations",1,0,1
"7443","isabel",0,1,1
"7444","isolated",1,0,1
"7445","israel",1,0,1
"7446","ix",1,0,1
"7447","j.q",1,0,1
"7448","jack",0,1,1
"7449","jackson's",1,0,1
"7450","jacobinism",0,1,1
"7451","jacobs",0,1,1
"7452","jany",1,0,1
"7453","jas",1,0,1
"7454","jealous",1,0,1
"7455","jealousies",1,0,1
"7456","jeopard",1,0,1
"7457","jeopardy",0,1,1
"7458","jibes",1,0,1
"7459","jo",1,0,1
"7460","jogging",1,0,1
"7461","johns",0,1,1
"7462","joining",1,0,1
"7463","joins",1,0,1
"7464","joliet",1,0,1
"7465","jones",1,0,1
"7466","joneses",1,0,1
"7467","jostled",0,1,1
"7468","journey",0,1,1
"7469","jubilee",1,0,1
"7470","judgement",0,1,1
"7471","judiciary",1,0,1
"7472","judicious",1,0,1
"7473","juggernaut",1,0,1
"7474","jun",0,1,1
"7475","juncture",0,1,1
"7476","juries",1,0,1
"7477","juror",1,0,1
"7478","jurors",1,0,1
"7479","justices",1,0,1
"7480","justin",1,0,1
"7481","keaysarge",0,1,1
"7482","keen",1,0,1
"7483","keeper",1,0,1
"7484","keepers",1,0,1
"7485","keepst",1,0,1
"7486","kellogg",1,0,1
"7487","kelly's",0,1,1
"7488","kendall",1,0,1
"7489","kentuckians",1,0,1
"7490","keokuk",0,1,1
"7491","kershaw",0,1,1
"7492","kickings",1,0,1
"7493","kicks",1,0,1
"7494","kill",1,0,1
"7495","kilpatrick",0,1,1
"7496","kimball",1,0,1
"7497","kindling",0,1,1
"7498","kindred",1,0,1
"7499","kinds",0,1,1
"7500","kingcraft",1,0,1
"7501","kingly",1,0,1
"7502","knives",1,0,1
"7503","knock",1,0,1
"7504","knocked",1,0,1
"7505","knox",0,1,1
"7506","laborious",1,0,1
"7507","lacking",1,0,1
"7508","laggard",1,0,1
"7509","lain",1,0,1
"7510","lament",1,0,1
"7511","landed",1,0,1
"7512","lap",1,0,1
"7513","lapse",0,1,1
"7514","largest",0,1,1
"7515","laughed",0,1,1
"7516","lavely",1,0,1
"7517","lawrenceville",1,0,1
"7518","leader",0,1,1
"7519","leadership",1,0,1
"7520","lear",1,0,1
"7521","leasing",0,1,1
"7522","lectures",1,0,1
"7523","legation",0,1,1
"7524","legion",1,0,1
"7525","legions",1,0,1
"7526","legislators",0,1,1
"7527","legitimately",1,0,1
"7528","legs",1,0,1
"7529","leisure",1,0,1
"7530","lellyet",0,1,1
"7531","lend",1,0,1
"7532","lengthen",0,1,1
"7533","lengthening",0,1,1
"7534","lennon",0,1,1
"7535","leon",0,1,1
"7536","leroy",0,1,1
"7537","lessens",1,0,1
"7538","lesson",1,0,1
"7539","level",1,0,1
"7540","lever",0,1,1
"7541","levi",1,0,1
"7542","levy",1,0,1
"7543","lew",0,1,1
"7544","lewisburg",0,1,1
"7545","li",0,1,1
"7546","liberally",0,1,1
"7547","liberated",1,0,1
"7548","liberates",1,0,1
"7549","liberating",0,1,1
"7550","liberator",0,1,1
"7551","liberian",0,1,1
"7552","library",1,0,1
"7553","license",0,1,1
"7554","lifted",1,0,1
"7555","lifting",1,0,1
"7556","likenesses",1,0,1
"7557","likes",0,1,1
"7558","lima",0,1,1
"7559","limiting",1,0,1
"7560","lingering",1,0,1
"7561","liquidation",0,1,1
"7562","listen",1,0,1
"7563","listening",1,0,1
"7564","lists",0,1,1
"7565","lively",1,0,1
"7566","lo",1,0,1
"7567","loaded",1,0,1
"7568","loaf",1,0,1
"7569","loafer",1,0,1
"7570","loaning",0,1,1
"7571","loathsome",1,0,1
"7572","localized",0,1,1
"7573","locomotives",0,1,1
"7574","lodges",1,0,1
"7575","lodgment",0,1,1
"7576","logs",1,0,1
"7577","london",0,1,1
"7578","lone",1,0,1
"7579","longstreet",0,1,1
"7580","longstreet's",0,1,1
"7581","loosened",1,0,1
"7582","loser",1,0,1
"7583","loses",1,0,1
"7584","louden",0,1,1
"7585","loudly",1,0,1
"7586","lover",1,0,1
"7587","loving",1,0,1
"7588","lowest",1,0,1
"7589","lowndes",1,0,1
"7590","loyally",0,1,1
"7591","luckett",0,1,1
"7592","lugging",1,0,1
"7593","luis",0,1,1
"7594","lump",1,0,1
"7595","lxxiii",1,0,1
"7596","lyon",0,1,1
"7597","macedonian",0,1,1
"7598","mack",1,0,1
"7599","macon",1,0,1
"7600","maddening",1,0,1
"7601","magazine",1,0,1
"7602","magnanimous",1,0,1
"7603","magnify",1,0,1
"7604","maguire",0,1,1
"7605","maid",1,0,1
"7606","maintaining",0,1,1
"7607","majestic",1,0,1
"7608","majesty",0,1,1
"7609","majorities",1,0,1
"7610","makers",1,0,1
"7611","male",1,0,1
"7612","mallory",0,1,1
"7613","maltby",1,0,1
"7614","manacle",1,0,1
"7615","managed",1,0,1
"7616","managing",0,1,1
"7617","manassas",0,1,1
"7618","manfully",1,0,1
"7619","mangled",1,0,1
"7620","manifestations",0,1,1
"7621","manifestoes",1,0,1
"7622","manifold",0,1,1
"7623","mansfield",1,0,1
"7624","mantle",1,0,1
"7625","marched",1,0,1
"7626","marches",0,1,1
"7627","marion's",1,0,1
"7628","market",1,0,1
"7629","markets",1,0,1
"7630","marks",0,1,1
"7631","marston",0,1,1
"7632","mart",1,0,1
"7633","marylanders",0,1,1
"7634","marys",0,1,1
"7635","massacred",0,1,1
"7636","masse",1,0,1
"7637","masterly",1,0,1
"7638","matamoras",1,0,1
"7639","match",1,0,1
"7640","matheny",1,0,1
"7641","matured",1,0,1
"7642","maturely",0,1,1
"7643","maxim",1,0,1
"7644","mccammon",1,0,1
"7645","mccarthy",0,1,1
"7646","mcclellan",0,1,1
"7647","mcclellan's",0,1,1
"7648","mccormick",1,0,1
"7649","mcdonough",1,0,1
"7650","mcfingal's",1,0,1
"7651","mclane",1,0,1
"7652","mclaran",0,1,1
"7653","mcnutt",1,0,1
"7654","mcpherson",0,1,1
"7655","meadville",0,1,1
"7656","measured",1,0,1
"7657","measurements",1,0,1
"7658","measuring",1,0,1
"7659","mechanic",1,0,1
"7660","meddle",0,1,1
"7661","medium",1,0,1
"7662","meeker",1,0,1
"7663","meets",0,1,1
"7664","melancholy",0,1,1
"7665","meliorate",1,0,1
"7666","melted",1,0,1
"7667","membership",0,1,1
"7668","memorable",0,1,1
"7669","menaces",1,0,1
"7670","mend",1,0,1
"7671","mentions",1,0,1
"7672","merchant",1,0,1
"7673","mercies",0,1,1
"7674","meritorious",0,1,1
"7675","messages",1,0,1
"7676","method",1,0,1
"7677","methods",1,0,1
"7678","mexicans",1,0,1
"7679","michigander",1,0,1
"7680","microscope",1,0,1
"7681","midshipman",0,1,1
"7682","midshipmen",0,1,1
"7683","midsummer",0,1,1
"7684","midway",1,0,1
"7685","migration",1,0,1
"7686","miles's",0,1,1
"7687","milledgeville",1,0,1
"7688","mills",0,1,1
"7689","milroy's",0,1,1
"7690","milton",0,1,1
"7691","minded",1,0,1
"7692","miner",1,0,1
"7693","ministerial",1,0,1
"7694","ministers",0,1,1
"7695","minute",1,0,1
"7696","minuteness",1,0,1
"7697","miracle",1,0,1
"7698","misapplication",1,0,1
"7699","misapprehension",0,1,1
"7700","misbehaved",0,1,1
"7701","misbehaving",0,1,1
"7702","misconceive",0,1,1
"7703","misconstrues",0,1,1
"7704","miserably",1,0,1
"7705","misery",1,0,1
"7706","mislead",1,0,1
"7707","misled",1,0,1
"7708","misnamed",1,0,1
"7709","misrepresentative",1,0,1
"7710","misrepresents",1,0,1
"7711","missourians",1,0,1
"7712","misunderstood",0,1,1
"7713","mite",1,0,1
"7714","mitigated",0,1,1
"7715","mitigation",0,1,1
"7716","mix",1,0,1
"7717","mockery",1,0,1
"7718","modeled",1,0,1
"7719","modern",0,1,1
"7720","modest",0,1,1
"7721","modesty",1,0,1
"7722","molding",0,1,1
"7723","molest",0,1,1
"7724","molina",0,1,1
"7725","moloch",1,0,1
"7726","momentous",1,0,1
"7727","monarchical",0,1,1
"7728","montana",0,1,1
"7729","month's",0,1,1
"7730","monthly",1,0,1
"7731","monument",1,0,1
"7732","mooted",1,0,1
"7733","morally",1,0,1
"7734","morning's",0,1,1
"7735","morocco",0,1,1
"7736","mortars",0,1,1
"7737","mortgages",1,0,1
"7738","mortified",0,1,1
"7739","mosquitoes",1,0,1
"7740","mould",0,1,1
"7741","mountain",0,1,1
"7742","mourners",1,0,1
"7743","mournful",1,0,1
"7744","mourns",1,0,1
"7745","moves",0,1,1
"7746","mulatto",1,0,1
"7747","multiplied",1,0,1
"7748","multiplies",0,1,1
"7749","mumbling",1,0,1
"7750","munitions",0,1,1
"7751","murdered",1,0,1
"7752","murmurs",1,0,1
"7753","muscatine",1,0,1
"7754","music",1,0,1
"7755","musing",1,0,1
"7756","musketry",0,1,1
"7757","muster",0,1,1
"7758","mute",1,0,1
"7759","muzzle",1,0,1
"7760","mysteries",1,0,1
"7761","mystery",1,0,1
"7762","mythical",1,0,1
"7763","n't",1,0,1
"7764","narrated",0,1,1
"7765","narrative",0,1,1
"7766","narrowest",1,0,1
"7767","nason",1,0,1
"7768","natchez",0,1,1
"7769","nationality",0,1,1
"7770","naturalization",0,1,1
"7771","naturalizations",0,1,1
"7772","natured",1,0,1
"7773","navigable",0,1,1
"7774","navigating",0,1,1
"7775","nebraskites",1,0,1
"7776","neck",1,0,1
"7777","needful",1,0,1
"7778","nefarious",0,1,1
"7779","negatively",0,1,1
"7780","neglected",1,0,1
"7781","neglecting",1,0,1
"7782","negotiate",1,0,1
"7783","negotiated",0,1,1
"7784","negotiating",1,0,1
"7785","negotiations",0,1,1
"7786","negro's",1,0,1
"7787","neighborhood",0,1,1
"7788","neighborhoods",1,0,1
"7789","nelson",0,1,1
"7790","nerved",1,0,1
"7791","net",0,1,1
"7792","niagara",0,1,1
"7793","nicaraguan",0,1,1
"7794","nicholson",1,0,1
"7795","nigger",1,0,1
"7796","nineteen",1,0,1
"7797","niver",1,0,1
"7798","noisy",1,0,1
"7799","nominally",0,1,1
"7800","nominating",1,0,1
"7801","nominees",0,1,1
"7802","noonday",1,0,1
"7803","norman",1,0,1
"7804","norte",1,0,1
"7805","northeastern",0,1,1
"7806","northward",0,1,1
"7807","norton",0,1,1
"7808","nose",1,0,1
"7809","noteworthy",0,1,1
"7810","nothingness",1,0,1
"7811","noticed",0,1,1
"7812","noticing",1,0,1
"7813","notion",1,0,1
"7814","notions",1,0,1
"7815","nucleus",0,1,1
"7816","numbering",0,1,1
"7817","numerously",1,0,1
"7818","nurses",0,1,1
"7819","nut",1,0,1
